dataset,group,norm,root_part_of_prediction_loss_metric,sensor,sensor_index,sequence,split,x,y,z
AMASS,AMASS/train,0.14720574021339417,False,pelvis,5,HumanEva/S1/Box_3_poses::original,train,0.00019477121531963348,0.09715330600738525,-0.11059262603521347
AMASS,AMASS/train,0.20098969340324402,True,left_forearm,0,HumanEva/S1/Box_3_poses::offset_aug_overlay,train,0.19745171070098877,0.036946337670087814,-0.006681572180241346
AMASS,AMASS/train,0.24208742380142212,True,right_forearm,1,HumanEva/S1/Box_3_poses::offset_aug_overlay,train,-0.23955796658992767,0.026320962235331535,-0.02292405627667904
AMASS,AMASS/train,0.12926338613033295,True,left_lower_leg,2,HumanEva/S1/Box_3_poses::offset_aug_overlay,train,-0.030536148697137833,-0.1254013329744339,-0.007146432995796204
AMASS,AMASS/train,0.1351158171892166,True,right_lower_leg,3,HumanEva/S1/Box_3_poses::offset_aug_overlay,train,0.014502712525427341,-0.1324583888053894,0.022377029061317444
AMASS,AMASS/train,0.21242490410804749,True,head,4,HumanEva/S1/Box_3_poses::offset_aug_overlay,train,-0.019794516265392303,0.20976853370666504,-0.027012545615434647
AMASS,AMASS/train,0.08734625577926636,False,pelvis,5,HumanEva/S1/Box_3_poses::offset_aug_overlay,train,-0.023932578042149544,0.06392741203308105,-0.054496657103300095
AMASS,AMASS/train,0.23274953663349152,True,left_forearm,0,HumanEva/S1/Gestures_1_poses::original,train,0.22973820567131042,0.03731353580951691,-0.0006324537098407745
AMASS,AMASS/train,0.23116767406463623,True,right_forearm,1,HumanEva/S1/Gestures_1_poses::original,train,-0.22879357635974884,0.033043116331100464,0.00037687644362449646
AMASS,AMASS/train,0.10280440747737885,True,left_lower_leg,2,HumanEva/S1/Gestures_1_poses::original,train,-0.026056554168462753,-0.09913294017314911,0.007903247140347958
AMASS,AMASS/train,0.12662215530872345,True,right_lower_leg,3,HumanEva/S1/Gestures_1_poses::original,train,0.026426240801811218,-0.1236824318766594,0.006122111808508635
AMASS,AMASS/train,0.20141668617725372,True,head,4,HumanEva/S1/Gestures_1_poses::original,train,0.0008612894453108311,0.19936467707157135,-0.02866474725306034
AMASS,AMASS/train,0.1470242589712143,False,pelvis,5,HumanEva/S1/Gestures_1_poses::original,train,0.0007697152905166149,0.09708859771490097,-0.11040537059307098
AMASS,AMASS/train,0.22214867174625397,True,left_forearm,0,HumanEva/S1/Gestures_1_poses::offset_aug_overlay,train,0.21982234716415405,0.027941029518842697,0.015731047838926315
AMASS,AMASS/train,0.22434739768505096,True,right_forearm,1,HumanEva/S1/Gestures_1_poses::offset_aug_overlay,train,-0.22059540450572968,0.04081173986196518,0.001955073792487383
AMASS,AMASS/train,0.1198258176445961,True,left_lower_leg,2,HumanEva/S1/Gestures_1_poses::offset_aug_overlay,train,-0.07142579555511475,-0.09591320157051086,-0.007565713487565517
AMASS,AMASS/train,0.10037953406572342,True,right_lower_leg,3,HumanEva/S1/Gestures_1_poses::offset_aug_overlay,train,-0.0005672667175531387,-0.09686055779457092,0.026339368894696236
AMASS,AMASS/train,0.2286372184753418,True,head,4,HumanEva/S1/Gestures_1_poses::offset_aug_overlay,train,0.02838492952287197,0.22681444883346558,0.004947228357195854
AMASS,AMASS/train,0.13921234011650085,False,pelvis,5,HumanEva/S1/Gestures_1_poses::offset_aug_overlay,train,0.011645685881376266,0.06716927140951157,-0.12137851119041443
AMASS,AMASS/train,0.23294372856616974,True,left_forearm,0,HumanEva/S1/Gestures_3_poses::original,train,0.22990061342716217,0.03750917315483093,-0.001244768500328064
AMASS,AMASS/train,0.23091435432434082,True,right_forearm,1,HumanEva/S1/Gestures_3_poses::original,train,-0.22853556275367737,0.0329761765897274,-0.0023473314940929413
AMASS,AMASS/train,0.10279368609189987,True,left_lower_leg,2,HumanEva/S1/Gestures_3_poses::original,train,-0.025895463302731514,-0.09915605187416077,0.008002763614058495
AMASS,AMASS/train,0.12662602961063385,True,right_lower_leg,3,HumanEva/S1/Gestures_3_poses::original,train,0.026329215615987778,-0.12370952218770981,0.006072686053812504
AMASS,AMASS/train,0.2014274001121521,True,head,4,HumanEva/S1/Gestures_3_poses::original,train,0.0008452842012047768,0.19937969744205475,-0.02863597683608532
AMASS,AMASS/train,0.147488534450531,False,pelvis,5,HumanEva/S1/Gestures_3_poses::original,train,0.0007287058979272842,0.09779632091522217,-0.1104002594947815
AMASS,AMASS/train,0.19480472803115845,True,left_forearm,0,HumanEva/S1/Gestures_3_poses::offset_aug_overlay,train,0.18945075571537018,0.041940439492464066,0.017271142452955246
AMASS,AMASS/train,0.26392510533332825,True,right_forearm,1,HumanEva/S1/Gestures_3_poses::offset_aug_overlay,train,-0.2604391872882843,0.03534896299242973,-0.024048645049333572
AMASS,AMASS/train,0.1277438998222351,True,left_lower_leg,2,HumanEva/S1/Gestures_3_poses::offset_aug_overlay,train,-0.0402614027261734,-0.11927366256713867,0.021709881722927094
AMASS,AMASS/train,0.11875389516353607,True,right_lower_leg,3,HumanEva/S1/Gestures_3_poses::offset_aug_overlay,train,-0.016670219600200653,-0.11669938266277313,-0.014347282238304615
AMASS,AMASS/train,0.17380370199680328,True,head,4,HumanEva/S1/Gestures_3_poses::offset_aug_overlay,train,0.03331560268998146,0.16759945452213287,-0.03175247088074684
AMASS,AMASS/train,0.1604972779750824,False,pelvis,5,HumanEva/S1/Gestures_3_poses::offset_aug_overlay,train,0.03896395117044449,0.0955788791179657,-0.1229059174656868
AMASS,AMASS/train,0.23000037670135498,True,left_forearm,0,HumanEva/S1/Jog_1_poses::original,train,0.22738224267959595,0.03447137027978897,-0.0030354545451700687
AMASS,AMASS/train,0.22940929234027863,True,right_forearm,1,HumanEva/S1/Jog_1_poses::original,train,-0.22724923491477966,0.03139486908912659,-0.0008783675730228424
AMASS,AMASS/train,0.10228944569826126,True,left_lower_leg,2,HumanEva/S1/Jog_1_poses::original,train,-0.026043618097901344,-0.0983225405216217,0.010841531679034233
AMASS,AMASS/train,0.12589989602565765,True,right_lower_leg,3,HumanEva/S1/Jog_1_poses::original,train,0.02649819664657116,-0.12281057983636856,0.008135667070746422
AMASS,AMASS/train,0.20141729712486267,True,head,4,HumanEva/S1/Jog_1_poses::original,train,0.0009219259954988956,0.1993892937898636,-0.028495360165834427
AMASS,AMASS/train,0.15182773768901825,False,pelvis,5,HumanEva/S1/Jog_1_poses::original,train,0.0014533866196870804,0.10243266075849533,-0.11205846071243286
AMASS,AMASS/train,0.2671445608139038,True,left_forearm,0,HumanEva/S1/Jog_1_poses::offset_aug_overlay,train,0.26412487030029297,0.03463073819875717,-0.02012404426932335
AMASS,AMASS/train,0.2549701929092407,True,right_forearm,1,HumanEva/S1/Jog_1_poses::offset_aug_overlay,train,-0.2536543011665344,0.015532724559307098,-0.020688949152827263
AMASS,AMASS/train,0.10551989078521729,True,left_lower_leg,2,HumanEva/S1/Jog_1_poses::offset_aug_overlay,train,-0.04282030463218689,-0.09378403425216675,0.022481650114059448
AMASS,AMASS/train,0.12567183375358582,True,right_lower_leg,3,HumanEva/S1/Jog_1_poses::offset_aug_overlay,train,-0.006523141637444496,-0.12181118875741959,0.030214151367545128
AMASS,AMASS/train,0.16212771832942963,True,head,4,HumanEva/S1/Jog_1_poses::offset_aug_overlay,train,-0.024986686185002327,0.16018152236938477,-0.0017154905945062637
AMASS,AMASS/train,0.11315114051103592,False,pelvis,5,HumanEva/S1/Jog_1_poses::offset_aug_overlay,train,0.005787714850157499,0.09224884957075119,-0.0652673989534378
AMASS,AMASS/train,0.23125046491622925,True,left_forearm,0,HumanEva/S1/Jog_3_poses::original,train,0.2284025400876999,0.03593822568655014,-0.004183241631835699
AMASS,AMASS/train,0.22998090088367462,True,right_forearm,1,HumanEva/S1/Jog_3_poses::original,train,-0.22773131728172302,0.032003916800022125,-0.002326659858226776
AMASS,AMASS/train,0.10209854692220688,True,left_lower_leg,2,HumanEva/S1/Jog_3_poses::original,train,-0.025866759940981865,-0.09814006835222244,0.01111539639532566
AMASS,AMASS/train,0.12579676508903503,True,right_lower_leg,3,HumanEva/S1/Jog_3_poses::original,train,0.02662120759487152,-0.12266744673252106,0.008296586573123932
AMASS,AMASS/train,0.20142467319965363,True,head,4,HumanEva/S1/Jog_3_poses::original,train,0.000840664841234684,0.19939053058624268,-0.02854136936366558
AMASS,AMASS/train,0.14937104284763336,False,pelvis,5,HumanEva/S1/Jog_3_poses::original,train,0.0009303092956542969,0.0990312471985817,-0.11181974411010742
AMASS,AMASS/train,0.26909589767456055,True,left_forearm,0,HumanEva/S1/Jog_3_poses::offset_aug_overlay,train,0.265512615442276,0.043017782270908356,0.00807012990117073
AMASS,AMASS/train,0.25864726305007935,True,right_forearm,1,HumanEva/S1/Jog_3_poses::offset_aug_overlay,train,-0.2565709352493286,0.010321816429495811,-0.03103596903383732
AMASS,AMASS/train,0.07494520395994186,True,left_lower_leg,2,HumanEva/S1/Jog_3_poses::offset_aug_overlay,train,0.017688119783997536,-0.07191655039787292,-0.011485826224088669
AMASS,AMASS/train,0.10342628508806229,True,right_lower_leg,3,HumanEva/S1/Jog_3_poses::offset_aug_overlay,train,-0.021218731999397278,-0.09634023904800415,0.031069617718458176
AMASS,AMASS/train,0.21710316836833954,True,head,4,HumanEva/S1/Jog_3_poses::offset_aug_overlay,train,-0.018142886459827423,0.2124735414981842,-0.040738433599472046
AMASS,AMASS/train,0.20933829247951508,False,pelvis,5,HumanEva/S1/Jog_3_poses::offset_aug_overlay,train,-0.04746108129620552,0.11430106312036514,-0.16883493959903717
AMASS,AMASS/train,0.23588179051876068,True,left_forearm,0,HumanEva/S1/Static_poses::original,train,0.23281782865524292,0.0377829372882843,0.0029205773025751114
AMASS,AMASS/train,0.2354554682970047,True,right_forearm,1,HumanEva/S1/Static_poses::original,train,-0.2328830063343048,0.03452243655920029,0.0036033019423484802
AMASS,AMASS/train,0.10278213769197464,True,left_lower_leg,2,HumanEva/S1/Static_poses::original,train,-0.025759074836969376,-0.09917820990085602,0.008020029403269291
AMASS,AMASS/train,0.12661005556583405,True,right_lower_leg,3,HumanEva/S1/Static_poses::original,train,0.026104286313056946,-0.12373948097229004,0.006100269500166178
AMASS,AMASS/train,0.2014489769935608,True,head,4,HumanEva/S1/Static_poses::original,train,0.000860932283103466,0.19942109286785126,-0.0284986924380064
AMASS,AMASS/train,0.1496652513742447,False,pelvis,5,HumanEva/S1/Static_poses::original,train,0.0010416018776595592,0.10036367923021317,-0.11102131754159927
AMASS,AMASS/train,0.22791726887226105,True,left_forearm,0,HumanEva/S1/Static_poses::offset_aug_overlay,train,0.21913069486618042,0.057956136763095856,-0.023855846375226974
AMASS,AMASS/train,0.23679031431674957,True,right_forearm,1,HumanEva/S1/Static_poses::offset_aug_overlay,train,-0.2354241907596588,0.02412448823451996,-0.007944494485855103
AMASS,AMASS/train,0.09177282452583313,True,left_lower_leg,2,HumanEva/S1/Static_poses::offset_aug_overlay,train,-0.03072451800107956,-0.08120585978031158,0.029729831963777542
AMASS,AMASS/train,0.14867621660232544,True,right_lower_leg,3,HumanEva/S1/Static_poses::offset_aug_overlay,train,0.016870643943548203,-0.14765013754367828,-0.0044086468406021595
AMASS,AMASS/train,0.22580929100513458,True,head,4,HumanEva/S1/Static_poses::offset_aug_overlay,train,0.009010259993374348,0.22132228314876556,-0.04387595131993294
AMASS,AMASS/train,0.17348070442676544,False,pelvis,5,HumanEva/S1/Static_poses::offset_aug_overlay,train,0.04753773659467697,0.13047954440116882,-0.10397502779960632
AMASS,AMASS/train,0.23188389837741852,True,left_forearm,0,HumanEva/S1/ThrowCatch_1_poses::original,train,0.22896642982959747,0.036628589034080505,-0.0016913029830902815
AMASS,AMASS/train,0.23138555884361267,True,right_forearm,1,HumanEva/S1/ThrowCatch_1_poses::original,train,-0.2290811836719513,0.03257039189338684,0.0005078557878732681
AMASS,AMASS/train,0.10268666595220566,True,left_lower_leg,2,HumanEva/S1/ThrowCatch_1_poses::original,train,-0.026108630001544952,-0.09885436296463013,0.009523973800241947
AMASS,AMASS/train,0.12622283399105072,True,right_lower_leg,3,HumanEva/S1/ThrowCatch_1_poses::original,train,0.026673123240470886,-0.12314152717590332,0.007544038817286491
AMASS,AMASS/train,0.201419860124588,True,head,4,HumanEva/S1/ThrowCatch_1_poses::original,train,0.0007989292498677969,0.1993905007839203,-0.028508825227618217
AMASS,AMASS/train,0.15059038996696472,False,pelvis,5,HumanEva/S1/ThrowCatch_1_poses::original,train,0.0007998161017894745,0.10080160200595856,-0.11187431216239929
AMASS,AMASS/train,0.2391704022884369,True,left_forearm,0,HumanEva/S1/ThrowCatch_1_poses::offset_aug_overlay,train,0.23436762392520905,0.0446859747171402,-0.0166572704911232
AMASS,AMASS/train,0.1885608434677124,True,right_forearm,1,HumanEva/S1/ThrowCatch_1_poses::offset_aug_overlay,train,-0.18796810507774353,0.007729357108473778,0.01278430875390768
AMASS,AMASS/train,0.10270103067159653,True,left_lower_leg,2,HumanEva/S1/ThrowCatch_1_poses::offset_aug_overlay,train,-0.039158958941698074,-0.09383780509233475,0.01444106362760067
AMASS,AMASS/train,0.11672233045101166,True,right_lower_leg,3,HumanEva/S1/ThrowCatch_1_poses::offset_aug_overlay,train,-0.012182168662548065,-0.11551428586244583,-0.011495545506477356
AMASS,AMASS/train,0.23573614656925201,True,head,4,HumanEva/S1/ThrowCatch_1_poses::offset_aug_overlay,train,0.024742072448134422,0.23441651463508606,-0.002873506397008896
AMASS,AMASS/train,0.18863625824451447,False,pelvis,5,HumanEva/S1/ThrowCatch_1_poses::offset_aug_overlay,train,-0.011564337648451328,0.12300579249858856,-0.1425464153289795
AMASS,AMASS/train,0.23395414650440216,True,left_forearm,0,HumanEva/S1/Walking_3_poses::original,train,0.23083221912384033,0.038090482354164124,0.0003816932439804077
AMASS,AMASS/train,0.23310665786266327,True,right_forearm,1,HumanEva/S1/Walking_3_poses::original,train,-0.23062649369239807,0.0338568314909935,0.001961149275302887
AMASS,AMASS/train,0.10276392102241516,True,left_lower_leg,2,HumanEva/S1/Walking_3_poses::original,train,-0.026053592562675476,-0.09899502247571945,0.009034396149218082
AMASS,AMASS/train,0.1264585554599762,True,right_lower_leg,3,HumanEva/S1/Walking_3_poses::original,train,0.026606425642967224,-0.12343443185091019,0.0069142915308475494
AMASS,AMASS/train,0.20139606297016144,True,head,4,HumanEva/S1/Walking_3_poses::original,train,0.00078278046566993,0.19934767484664917,-0.02864019200205803
AMASS,AMASS/train,0.14974898099899292,False,pelvis,5,HumanEva/S1/Walking_3_poses::original,train,0.0011040307581424713,0.09970679879188538,-0.11172328889369965
AMASS,AMASS/train,0.24927733838558197,True,left_forearm,0,HumanEva/S1/Walking_3_poses::offset_aug_overlay,train,0.24208831787109375,0.05753570795059204,-0.014902251772582531
AMASS,AMASS/train,0.19036400318145752,True,right_forearm,1,HumanEva/S1/Walking_3_poses::offset_aug_overlay,train,-0.18622556328773499,0.034427668899297714,-0.019319139420986176
AMASS,AMASS/train,0.12659963965415955,True,left_lower_leg,2,HumanEva/S1/Walking_3_poses::offset_aug_overlay,train,-0.07052777707576752,-0.10454792529344559,-0.011092019267380238
AMASS,AMASS/train,0.1405140459537506,True,right_lower_leg,3,HumanEva/S1/Walking_3_poses::offset_aug_overlay,train,0.03345772251486778,-0.13570262491703033,-0.014476718381047249
AMASS,AMASS/train,0.19345049560070038,True,head,4,HumanEva/S1/Walking_3_poses::offset_aug_overlay,train,-0.01103587169200182,0.18707893788814545,-0.04798724502325058
AMASS,AMASS/train,0.19639727473258972,False,pelvis,5,HumanEva/S1/Walking_3_poses::offset_aug_overlay,train,0.0033464431762695312,0.09828346222639084,-0.17000308632850647
AMASS,AMASS/train,0.2320365011692047,True,left_forearm,0,HumanEva/S2/Box_1_poses::original,train,0.2290019541978836,0.03735455125570297,-0.001917429268360138
AMASS,AMASS/train,0.2321140170097351,True,right_forearm,1,HumanEva/S2/Box_1_poses::original,train,-0.22961464524269104,0.033924706280231476,-0.0017739832401275635
AMASS,AMASS/train,0.10161600261926651,True,left_lower_leg,2,HumanEva/S2/Box_1_poses::original,train,-0.025858338922262192,-0.09759967774152756,0.011465650051832199
AMASS,AMASS/train,0.12526370584964752,True,right_lower_leg,3,HumanEva/S2/Box_1_poses::original,train,0.026576228439807892,-0.12209424376487732,0.008814504370093346
AMASS,AMASS/train,0.20142903923988342,True,head,4,HumanEva/S2/Box_1_poses::original,train,0.0008472015615552664,0.1994091421365738,-0.028441747650504112
AMASS,AMASS/train,0.15429559350013733,False,pelvis,5,HumanEva/S2/Box_1_poses::original,train,0.004846269264817238,0.10499653965234756,-0.11295738071203232
AMASS,AMASS/train,0.23870758712291718,True,left_forearm,0,HumanEva/S2/Box_1_poses::offset_aug_overlay,train,0.23841747641563416,0.009756894782185555,-0.0065745091997087
AMASS,AMASS/train,0.2127964049577713,True,right_forearm,1,HumanEva/S2/Box_1_poses::offset_aug_overlay,train,-0.21107836067676544,0.02695658430457115,-0.0012573469430208206
AMASS,AMASS/train,0.11381867527961731,True,left_lower_leg,2,HumanEva/S2/Box_1_poses::offset_aug_overlay,train,0.008966498076915741,-0.1133413016796112,-0.005295434966683388
AMASS,AMASS/train,0.12481581419706345,True,right_lower_leg,3,HumanEva/S2/Box_1_poses::offset_aug_overlay,train,0.06638911366462708,-0.10569208860397339,0.0008099954575300217
AMASS,AMASS/train,0.18902996182441711,True,head,4,HumanEva/S2/Box_1_poses::offset_aug_overlay,train,-0.002684283070266247,0.18875564634799957,0.009819550439715385
AMASS,AMASS/train,0.19762319326400757,False,pelvis,5,HumanEva/S2/Box_1_poses::offset_aug_overlay,train,0.00737119372934103,0.1127789244055748,-0.16211572289466858
AMASS,AMASS/train,0.23232750594615936,True,left_forearm,0,HumanEva/S2/Box_3_poses::original,train,0.22928275167942047,0.037389323115348816,-0.002743670716881752
AMASS,AMASS/train,0.23239657282829285,True,right_forearm,1,HumanEva/S2/Box_3_poses::original,train,-0.22986993193626404,0.034118667244911194,-0.0019745193421840668
AMASS,AMASS/train,0.10219139605760574,True,left_lower_leg,2,HumanEva/S2/Box_3_poses::original,train,-0.025900688022375107,-0.09827803820371628,0.010661243461072445
AMASS,AMASS/train,0.1258116513490677,True,right_lower_leg,3,HumanEva/S2/Box_3_poses::original,train,0.026788704097270966,-0.12265405803918839,0.008180462755262852
AMASS,AMASS/train,0.2014174610376358,True,head,4,HumanEva/S2/Box_3_poses::original,train,0.0008438676595687866,0.19938473403453827,-0.02853081375360489
AMASS,AMASS/train,0.15384256839752197,False,pelvis,5,HumanEva/S2/Box_3_poses::original,train,0.0036719366908073425,0.10469271242618561,-0.11266538500785828
AMASS,AMASS/train,0.1911294311285019,True,left_forearm,0,HumanEva/S2/Box_3_poses::offset_aug_overlay,train,0.18530414998531342,0.04568371921777725,0.010287122800946236
AMASS,AMASS/train,0.2326137274503708,True,right_forearm,1,HumanEva/S2/Box_3_poses::offset_aug_overlay,train,-0.2291545420885086,0.03939047455787659,0.006762883625924587
AMASS,AMASS/train,0.1032470166683197,True,left_lower_leg,2,HumanEva/S2/Box_3_poses::offset_aug_overlay,train,-0.04716285318136215,-0.0893830955028534,0.02112520858645439
AMASS,AMASS/train,0.1263633817434311,True,right_lower_leg,3,HumanEva/S2/Box_3_poses::offset_aug_overlay,train,0.0043089259415864944,-0.12294384837150574,0.02887815609574318
AMASS,AMASS/train,0.20848914980888367,True,head,4,HumanEva/S2/Box_3_poses::offset_aug_overlay,train,-0.0074662212282419205,0.2024940848350525,-0.049072686582803726
AMASS,AMASS/train,0.18126671016216278,False,pelvis,5,HumanEva/S2/Box_3_poses::offset_aug_overlay,train,-0.02936485782265663,0.14434997737407684,-0.10563336312770844
AMASS,AMASS/train,0.23329856991767883,True,left_forearm,0,HumanEva/S2/Gestures_1_poses::original,train,0.23023170232772827,0.03761005401611328,-0.0026587722823023796
AMASS,AMASS/train,0.23244386911392212,True,right_forearm,1,HumanEva/S2/Gestures_1_poses::original,train,-0.229988232254982,0.03369441628456116,-0.0004963269457221031
AMASS,AMASS/train,0.10271314531564713,True,left_lower_leg,2,HumanEva/S2/Gestures_1_poses::original,train,-0.025848036631941795,-0.09901506453752518,0.008825322613120079
AMASS,AMASS/train,0.1264478713274002,True,right_lower_leg,3,HumanEva/S2/Gestures_1_poses::original,train,0.026448948308825493,-0.12346212565898895,0.0068280454725027084
AMASS,AMASS/train,0.20139215886592865,True,head,4,HumanEva/S2/Gestures_1_poses::original,train,0.0007918532937765121,0.19933533668518066,-0.02869846299290657
AMASS,AMASS/train,0.1507207751274109,False,pelvis,5,HumanEva/S2/Gestures_1_poses::original,train,0.001676708459854126,0.10153646022081375,-0.11137453466653824
AMASS,AMASS/train,0.24697059392929077,True,left_forearm,0,HumanEva/S2/Gestures_1_poses::offset_aug_overlay,train,0.24432221055030823,0.03175912797451019,0.017102282494306564
AMASS,AMASS/train,0.21389102935791016,True,right_forearm,1,HumanEva/S2/Gestures_1_poses::offset_aug_overlay,train,-0.20991410315036774,0.04099150002002716,-0.0022667529992759228
AMASS,AMASS/train,0.13120731711387634,True,left_lower_leg,2,HumanEva/S2/Gestures_1_poses::offset_aug_overlay,train,0.01594638265669346,-0.12836597859859467,0.021982911974191666
AMASS,AMASS/train,0.16172455251216888,True,right_lower_leg,3,HumanEva/S2/Gestures_1_poses::offset_aug_overlay,train,0.06002845615148544,-0.14818857610225677,0.02432207018136978
AMASS,AMASS/train,0.18091018497943878,True,head,4,HumanEva/S2/Gestures_1_poses::offset_aug_overlay,train,-0.022075805813074112,0.17955175042152405,0.00152488611638546
AMASS,AMASS/train,0.17724357545375824,False,pelvis,5,HumanEva/S2/Gestures_1_poses::offset_aug_overlay,train,-0.015730591490864754,0.1405920535326004,-0.10677878558635712
AMASS,AMASS/train,0.2331668585538864,True,left_forearm,0,HumanEva/S2/Gestures_3_poses::original,train,0.23009487986564636,0.03770529106259346,-0.0011998414993286133
AMASS,AMASS/train,0.23192353546619415,True,right_forearm,1,HumanEva/S2/Gestures_3_poses::original,train,-0.22952602803707123,0.033243607729673386,-0.00109073705971241
AMASS,AMASS/train,0.10277960449457169,True,left_lower_leg,2,HumanEva/S2/Gestures_3_poses::original,train,-0.02575642056763172,-0.09914616495370865,0.008384034037590027
AMASS,AMASS/train,0.12642766535282135,True,right_lower_leg,3,HumanEva/S2/Gestures_3_poses::original,train,0.026479484513401985,-0.12343084067106247,0.00690067932009697
AMASS,AMASS/train,0.20136943459510803,True,head,4,HumanEva/S2/Gestures_3_poses::original,train,0.0007485011592507362,0.19930846989154816,-0.028726667165756226
AMASS,AMASS/train,0.15129026770591736,False,pelvis,5,HumanEva/S2/Gestures_3_poses::original,train,0.0012814700603485107,0.10214535146951675,-0.11159493774175644
AMASS,AMASS/train,0.24560131132602692,True,left_forearm,0,HumanEva/S2/Gestures_3_poses::offset_aug_overlay,train,0.2425682246685028,0.031612761318683624,-0.021938379853963852
AMASS,AMASS/train,0.22623851895332336,True,right_forearm,1,HumanEva/S2/Gestures_3_poses::offset_aug_overlay,train,-0.21765710413455963,0.056394655257463455,0.02507781982421875
AMASS,AMASS/train,0.12051337212324142,True,left_lower_leg,2,HumanEva/S2/Gestures_3_poses::offset_aug_overlay,train,0.020388958975672722,-0.11673256754875183,0.021937869489192963
AMASS,AMASS/train,0.11673855781555176,True,right_lower_leg,3,HumanEva/S2/Gestures_3_poses::offset_aug_overlay,train,0.05458831414580345,-0.10203804075717926,-0.01537027396261692
AMASS,AMASS/train,0.20836424827575684,True,head,4,HumanEva/S2/Gestures_3_poses::offset_aug_overlay,train,0.004026336595416069,0.20493663847446442,-0.03742222487926483
AMASS,AMASS/train,0.1107831671833992,False,pelvis,5,HumanEva/S2/Gestures_3_poses::offset_aug_overlay,train,-0.01879173144698143,0.0713086873292923,-0.08267316222190857
AMASS,AMASS/train,0.23164965212345123,True,left_forearm,0,HumanEva/S2/Jog_1_poses::original,train,0.22871723771095276,0.03656966611742973,-0.0035567283630371094
AMASS,AMASS/train,0.2311391979455948,True,right_forearm,1,HumanEva/S2/Jog_1_poses::original,train,-0.22874653339385986,0.03304897993803024,-0.002849012613296509
AMASS,AMASS/train,0.10169291496276855,True,left_lower_leg,2,HumanEva/S2/Jog_1_poses::original,train,-0.025681352242827415,-0.09771334379911423,0.01157672330737114
AMASS,AMASS/train,0.12583589553833008,True,right_lower_leg,3,HumanEva/S2/Jog_1_poses::original,train,0.026205867528915405,-0.12279845774173737,0.008274432271718979
AMASS,AMASS/train,0.20141787827014923,True,head,4,HumanEva/S2/Jog_1_poses::original,train,0.0008004885166883469,0.19939640164375305,-0.02845337986946106
AMASS,AMASS/train,0.15021058917045593,False,pelvis,5,HumanEva/S2/Jog_1_poses::original,train,0.0014728531241416931,0.10011979937553406,-0.11196908354759216
